author,title,description,url,publishedAt,content
Ellyn Lapointe,The Fix for Food Waste Comes With a Major Catch,"Composting has incredible climate benefits, but implementing it nationwide could introduce a harmful pollutant to farmland, new research suggests.",https://gizmodo.com/the-fix-for-food-waste-comes-with-a-major-catch-2000793006,2026-07-30T20:35:04Z,"Between 30% and 40% of the U.S. food supply goes uneaten, according to the Environmental Protection Agency. Most of this organic waste ends up in landfills, where it rots and emits planet-warming gas… [+3897 chars]"
Barry Ritholtz,At The Money: Investing in Wheat,"At The Money: Investing in Wheat (July 22, 2026) Do you want to own a core food staple as a geopolitical hedge, an inflation offset, or simply as a diversifier? There’s an ETF for that! Full transcript below. ~~~ About this week’s guest: Sal Gilbertie began t…",https://ritholtz.com/2026/07/at-the-money-investing-in-wheat/,2026-07-22T16:30:57Z,"At The Money: Investing in Wheat (July 22, 2026)
Do you want to own a core food staple as a geopolitical hedge, an inflation offset, or simply as a diversifier? Theres an ETF for that!
Full transcr… [+19402 chars]"
Anke Eksteen,"Wind turbine is being used to produce zero-carbon ""green ammonia"" fertilizer","Farmers in Minnesota will finally save money on imported fertilizer thanks to a wind turbine that generates green ammonia using wind, air, and water.",https://energiesmedia.com/wind-turbine-stopped-electricity-wind-water-air/,2026-07-25T16:09:58Z,"A Minnesotan wind turbine shows that wind energy can produce more than just electricity.
Various global industries are racing to decarbonize their operations, but many have historically struggled to… [+4346 chars]"
Matt Novak,New Jersey Becomes Latest State to Pass Law Against Surveillance Pricing,The legislation only applies to grocery stores and still needs to be signed by the governor to become law.,https://gizmodo.com/new-jersey-becomes-latest-state-to-pass-law-against-surveillance-pricing-2000780265,2026-07-02T19:55:59Z,"They’re falling like dominoes now. New Jersey became the latest state to pass a bipartisan law banning surveillance pricing in grocery stores on Tuesday, following the lead of Maryland and Connecticu… [+5750 chars]"
Nicholas Sutrich,"Why Meta's new smart AI glasses might not be for everyone, and why I still recommend them",Meta's 2026 smart glasses lineup is an impressive budget-friendly addition to the already great lineup of AI glasses from the company. But there's one major limitation to keep in mind.,https://www.androidcentral.com/wearables/meta-glasses-hands-on-review,2026-07-09T15:31:45Z,"In his weekly column, Android Central Senior Content Producer Nick Sutrich delves into all things VR, from new hardware to new games, upcoming technologies, and so much more.
Meta is the undisputed … [+9178 chars]"
Tyler Cowen,Brazil fact of the day,"Last year, the US exported $171bn of agricultural goods according to the Department of Agriculture, just $2bn more than the export total claimed by Brazil, which many analysts say has benefited from trade disruption set in train by President Donald Trump’s ta…",https://marginalrevolution.com/marginalrevolution/2026/07/brazil-fact-of-the-day-12.html,2026-07-22T18:04:03Z,"Last year, the US exported $171bn of agricultural goods according to the Department of Agriculture, just $2bn more than the export total claimed by Brazil, which many analysts say has benefited from … [+272 chars]"
Alina Selyukh,The 2000s called. They want their digital camera back,"Why are people who weren't born 25 years ago snapping up the digital camera of that era? Blame Taylor Swift, trend cycles, childhood nostalgia and smartphone fatigue.",https://www.npr.org/2026/07/18/nx-s1-5896117/retro-digital-camera-analog-reboot,2026-07-18T10:01:00Z,"A couple of years ago, as summer camps began to ban screens, a company called Camp Snap began to sell a screen-free camera that children could take along. The point-and-shoot had the vibes of a 1990s… [+4358 chars]"
Yves Smith,The Global Food Crisis,A hard look at the possible severity of the coming global food crisis and how it demands new approaches to analysis and decisions.,https://www.nakedcapitalism.com/2026/07/the-global-food-crisis.html,2026-07-23T06:57:01Z,"Yves here. Please welcome Ruben Bauer Naveira, who was not only so kind as to send his article on the imminent food crisis to us but also updated it in light of the changing conditions in the Iran wa… [+40621 chars]"
"Dan Eberhart, Contributor, 
 Dan Eberhart, Contributor
 https://www.forbes.com/sites/daneberhart/",China Is Weaponizing Fertilizer Against American Farmers,"China is driving up fertilizer prices by restricting exports and buying U.S. sulfur, threatening American farmers, food security and grocery prices.",https://www.forbes.com/sites/daneberhart/2026/07/09/china-is-weaponizing-fertilizer-against-american-farmers/,2026-07-09T10:27:10Z,Dock workers load sacks of fertilizer onto a barge at the Shanghai port in June. China has recently banned exports of fertilizer to protect its domestic market. (Photo credit should read ZOU QING/AFP… [+4980 chars]
Matt Novak,"DC Passes Bill to Ban Surveillance Pricing for Concert Tickets, Cap Resale Prices",Resellers are also banned from using tech to circumvent ticket sale limits.,https://gizmodo.com/dc-passes-bill-to-ban-surveillance-pricing-for-concert-tickets-cap-resale-prices-2000785869,2026-07-15T18:40:35Z,"Washington, D.C. has passed a bill that will cap the resale of live entertainment tickets at 10% of their original price and ban so-called surveillance pricing.
The D.C. Council approved the bill, k… [+3298 chars]"
Phan Tich Giay,Premier league bans gambling sponsors,The long-anticipated front-of-shirt gambling sponsorship ban has officially taken effect for the 2026-27 season.,https://www.footyheadlines.com/2646571793/betting-ban-takes-effect-no-more-gambling-sponsors-in-the-premier-league.html,2026-07-30T23:40:59Z,"<ul><li>Gambling Sponsorship Ban Implemented: The front-of-shirt gambling sponsorship ban officially took effect for the 2026-27 Premier League season, completely eliminating betting companies from t… [+3301 chars]"
Chris Wheatley,The Real-Life Story Behind the Brutal Long Winter in ‘Little House on the Prairie’,The beloved book series—now adapted again for Netflix—tackles the real history of the “Hard Winter.”,https://www.mentalfloss.com/history/real-life-story-long-winter-little-house-on-the-prairie,2026-07-10T22:00:00Z,"Born in 1867, Laura Ingalls Wilder was a teacher, journalist, and writer whose Little House on the Prairie series of novels have become beloved of generations of children and adults alike. 
The book… [+2472 chars]"
Reuters,New Zealand study finds nitrates in drinking water may cause 120 premature births a year,July 14 (Reuters) - About 120 premature births a year in New Zealand may be caused by exposure to drinking water contaminated with nitrates from the country'...,https://www.yahoo.com/news/science/articles/zealand-study-finds-nitrates-drinking-051921578.html,2026-07-14T05:19:21Z,"July 14 (Reuters) - About 120 premature births a year in New Zealand may be caused by exposure to drinking water contaminated with nitrates from the country's farming industry, according to a new nat… [+2129 chars]"
Al Jazeera,Russia readies to reroute exports from Sea of Azov after Ukrainian attacks,"Ukraine says drones hit 11 Russian vessels in the Azov Sea, targeting tankers, dry cargo ships, and a tugboat overnight.",https://www.aljazeera.com/news/2026/7/14/russia-readies-to-reroute-exports-from-sea-of-azov-after-ukrainian-attacks,2026-07-14T12:14:10Z,"Russia says it is working to reroute grain shipments from the Sea of Azov after its vessels came under Ukrainian attacks in the sea, as Kyiv claimed it hit 11 more Russian vessels in overnight strike… [+2573 chars]"
,Russian missile strike kills 10 in Black Sea near Ukraine,"A Russian missile strike on a ‌ship carrying corn near Ukraine's southern port of Odesa killed 10 people, Ukrainian officials said on Monday, in the deadliest attack in a weeks-long flare-up of violence in the Black Sea.",https://www.cbc.ca/news/world/russia-ukraine-war-day-1609-9.7276322,2026-07-20T15:12:39Z,"A Russian missile strike on a ship carrying corn near Ukraine's southern port of Odesa killed 10 people, Ukrainian officials said on Monday, in the deadliest attack in a weeks-long flare-up of violen… [+3566 chars]"
RT,Russia sets new wheat export record – report,"Russia has shipped more than 850,000 tons of wheat to Tanzania, up 16% from a year earlier, Agroexport has said Read Full Article at RT.com",https://www.rt.com/africa/642636-russia-sets-wheat-export-record/,2026-07-06T14:21:31Z,"Russia shipped a record volume of wheat to Tanzania in the 2025/26 season, exporting more than 850,000 tons, the Russian agriculture export agency Agroexport reported on Monday. 
The agency stated t… [+1746 chars]"
Al Jazeera,Why is Uganda experiencing a food crisis?,"At least 19 people have died of starvation in the country and 1.5 million are at risk of malnutrition, experts warn.",https://www.aljazeera.com/news/2026/7/29/why-is-uganda-experiencing-a-food-crisis,2026-07-29T08:04:25Z,"A hunger crisis is brewing in Uganda as the country battles its worst drought in decades.
Crops across the country have failed, and families are losing loved ones as the crisis deepens across the co… [+7069 chars]"
Conor Gallagher,Why Is NATO Attacking ExxonMobil and Chevron Infrastructure in the Black Sea?,"Russia blockades Odessa, grain wars, friction increases between Ankara and Moscow, and NATO lake plans have failed miserably.",https://www.nakedcapitalism.com/2026/07/why-is-nato-attacking-exxonmobil-and-chevron-infrastructure-in-the-black-sea.html,2026-07-22T10:00:13Z,"As part of the escalating NATO-Ukraine front against Russian energy infrastructure, on the night of July 17 a Liberian-flagged crude oil tanker was struck twice by drones. A subsequent fire on board … [+11180 chars]"
"nickodiaz@sbcglobal.net (Nickolas Diaz) , Nickolas Diaz",This is huge—Samsung Galaxy Ring will offer FDA-cleared Sleep Apnea detection,Samsung announced during Galaxy Unpacked that the Galaxy Ring has been FDA-cleared for the detection of a major sleep condition.,https://www.androidcentral.com/wearables/samsung-galaxy-ring/this-is-huge-samsung-galaxy-ring-will-offer-fda-cleared-sleep-apnea-detection,2026-07-22T15:24:38Z,"What you need to know
<ul><li>Samsung announced during Galaxy Unpacked that the Galaxy Ring will receive Sleep Apnea detection ""this fall.""</li><li>The company states that the Galaxy Ring will be th… [+3191 chars]"
Morgan Rizzo,"I live in Rhode Island. My favorite town to visit in the summer has great seafood, quiet beaches, and a bamboo forest.","As a lifelong New England local, my favorite Rhode Island town to visit in the summer is Charlestown, home to quiet beaches and great seafood.",https://www.businessinsider.com/best-rhode-island-town-to-visit-summer-charlestown-new-england-2026-7#article,2026-07-13T17:14:01Z,"Charlestown is a cute, cozy beach town near Watch Hill.Arthur D'Amario III/Shutterstock
<ul><li>As a local, one of my favorite Rhode Island towns to visit in the summer is Charlestown.</li><li>There… [+4148 chars]"
Austin Schroeder,"Corn Rallies on Wednesday, with Spillover Support","Corn futures posted gains of 5 to 9 cents across the board at the close on Wednesday, getting spillover support from near limit gains in wheat. That came des...",https://www.barchart.com/story/news/3306092/corn-rallies-on-wednesday-with-spillover-support,2026-07-15T22:17:08Z,"Corn field blue sky by Alberto Masnovo via iStock
Corn futures posted gains of 5 to 9 cents across the board at the close on Wednesday, getting spillover support from near limit gains in wheat. That… [+1547 chars]"
Maram Humaid,Life without refrigerators: Gaza residents fight heat and food spoilage,"Gaza families endure scorching summers without refrigerators, struggling to preserve food, medicine and basics.",https://www.aljazeera.com/economy/2026/7/24/life-without-refrigerators-gaza-residents-fight-heat-and-food-spoilage,2026-07-24T16:32:35Z,"Gaza City Inside the tent Malak al-Zaanin has lived in since being displaced from her home in Gaza, the mother of four holds a tray of rice her family received that afternoon from a nearby community … [+6300 chars]"
staff@jalopnik.com (Charles Krome),"Drive-Thru Bans Are Increasing, But Then, So Are Drive-Thrus Themselves","Several cities have dropped the ban hammer on drive-thrus, but thousands of new ones continue to pop up every year, earning chains like Chipotle record profits.",https://www.jalopnik.com/2215987/drive-thru-bans-cities-governments-popular/,2026-07-15T20:25:00Z,"It's become something like a Whack-a-Mole nightmare: Drive-thru restaurants are popping up across the country in ever-larger numbers, despite more and more cities trying to drop the hammer on new dri… [+1308 chars]"
Juan Cole,MI6 & Climate: Ecosystem Collapse and British Hunger in Near Future,The Netanyahu-Trump war on Iran has resulted in a severe fertilizer shortage that will show up as high food inflation this fall and winter 2027,https://www.juancole.com/2026/07/climate-ecosystem-collapse.html,2026-07-15T04:15:42Z,Ann Arbor (Informed Comment) – Fiona Harvey at The Guardian covers the continued clamor by members of the British parliament for the release of a dire classified environmental warning produced with t… [+5111 chars]
"Andrew Freedman, CNN",We knew this Super El Niño would be intense. But it could end up being even worse than anticipated,"This El Niño could set the new benchmark for peak intensity, with potentially dire implications for the extreme weather events it influences worldwide.",https://www.cnn.com/2026/07/06/weather/super-el-nino-intensity-forecast-climate,2026-07-06T12:00:25Z,"Scientists have been keeping a close eye on the tropical Pacific Ocean for months now, anticipating the emergence of an intense, ""Super"" El Niño that would be among the stronger events on record. Now… [+5104 chars]"
Jennifer Young,"""The consequence of that is that you don't actually possess the data yourself. There are companies that own these servers and let you 'turn the tap' for a monthly fee."" Hideo Kojima speaks on the death of physical media",Hideo Kojima warns that plans like PlayStation’s 2028 physical disc ban threaten game preservation and true media ownership.,https://www.windowscentral.com/gaming/the-consequence-of-that-is-that-you-dont-actually-possess-the-data-yourself-there-are-companies-that-own-these-servers-and-let-you-turn-the-tap-for-a-monthly-fee-hideo-kojima-speaks-on-the-death-of-physical-media,2026-07-05T14:13:24Z,"Sony's announcement that it will cease physical disc production by January 2028 has had a seismic impact on the gaming industry,. As players look forward to a disc-less future with the arrival of the… [+5160 chars]"
Darin Newsom,Behind the Grain Rally: Real Commercial Demand or Just Headline Noise?,I joined Michelle Rook on Markets Now to analyze whether recent grain market rallies are driven by genuine commercial demand or just short-term fund activity...,https://www.barchart.com/story/news/3166999/behind-the-grain-rally-real-commercial-demand-or-just-headline-noise,2026-07-07T16:11:48Z,"Michelle Rook: Right, and like you said, USDA did not confirm any of the business that was reported yesterday by some of the wire services. They said maybe five cargoes was bought by Costco. And like… [+9609 chars]"
Gaby Del Valle,The right-wing boomers protesting data centers have a lot in common with the left,"On a gray, humid Saturday morning in central Florida, a little under a dozen people gathered outside the Spring Hill Branch Library to protest the construction of a hyperscale data center in their community. There was no immediate threat - the Hernando County…",https://www.theverge.com/policy/969667/humans-first-data-center-protest-hernando-county-florida-republicans,2026-07-22T21:50:09Z,"<ul><li></li><li></li><li></li></ul>
The right-wing boomers protesting data centers have a lot in common with the left
The conservative backlash is about jobs, the environment, quality of life and … [+11243 chars]"
Don Dawson,Wheat's Bullish Fundamentals Are Growing—So Why Do Prices Keep Falling?,Don't argue with the market. Everything about wheat's fundamentals says prices should be stronger... yet the trend has been down since May. Is the market wro...,https://www.barchart.com/story/news/3253388/wheat-s-bullish-fundamentals-are-growingso-why-do-prices-keep-falling,2026-07-13T13:00:02Z,"Harvest machine approaching with foreground of wheat by Jodie777 via iStock
The wheat market remains supported by several bullish fundamental factors, yet prices have steadily declined since May 202… [+5863 chars]"
Allie Kelly,Mamdani's biggest promises are now this millennial's day job,Sam Levine runs the NYC Department of Consumer and Worker Protection. He told BI about his consumer gripes and Taco Bell celebration with Mamdani.,https://www.businessinsider.com/mamdani-work-consumer-czar-ripoffs-business-practices-sam-levine-2026-6#article,2026-07-12T09:00:01Z,"Mamdani insider Sam Levine oversees all workers and consumers in New York City.Corrie Aune for BI
Sam Levine can't stand a ripoff.He's New York City's millennial commissioner of Consumer and Worker … [+10690 chars]"
Hamid Zand Ph.D.,"If You Cannot Beat Obesity, at Least Lower Its Complications","If you cannot lose weight, do not give up. Regular exercise, real food, gut care, and stress management can slow aging and reduce obesity-related complications.",https://www.psychologytoday.com/us/blog/the-behavioral-microbiome/202607/if-you-cannot-beat-obesity-at-least-lower-its-complications,2026-07-20T19:35:24Z,"Obesity is not just about the number on the scale. It quietly messes with your daily life. You buy clothes, and they do not fit right. Socially, people treat you differently, even if they do not say … [+5978 chars]"
info@thehackernews.com (The Hacker News),Nine-Year Fraud Campaign Clones Russian Company Sites to Steal Advance Payments,"Cybersecurity researchers have disclosed details of a large-scale fraud campaign that involves creating lookalike websites of major Russian companies with an aim to siphon funds from international firms for more than nine years.

According to Russian cybersec…",https://thehackernews.com/2026/07/nine-year-fraud-campaign.html,2026-07-29T13:42:57Z,Cybersecurity researchers have disclosed details of a large-scale fraud campaign that involves creating lookalike websites of major Russian companies with an aim to siphon funds from international fi… [+5330 chars]
Ramon Tomey,Shadow Harvest: The hidden war on your dinner plate,"According to “Shadow Harvest: The Coming Famine and the War on the Global Food Chain,” the Strait of Hormuz is a critical chokepoint for global energy. Twenty million barrels of oil pass through it daily, and its disruption would immediately threaten the glob…",https://www.naturalnews.com/2026-07-05-shadow-harvest-hidden-war-your-dinner-plate.html,2026-07-05T06:00:00Z,"<ul><li>According to ""Shadow Harvest: The Coming Famine and the War on the Global Food Chain,"" the Strait of Hormuz is a critical chokepoint for global energy. Twenty million barrels of oil pass thro… [+4716 chars]"
Garrison Vance,"Health Ranger Report: Adams, Yon and Bracken Warn of Civilizational Reset","The Health Ranger Mike Adams, Michael Yon and Matt Bracken warned of an impending civilizational reset during a recent edition of the “Health Ranger Report” – pointing out that the global system is approaching a reset of unprecedented scale, one that most Wes…",https://www.naturalnews.com/2026-07-24-adams-yon-bracken-warn-of-civilizational-reset.html,2026-07-24T06:00:00Z,"The Health Ranger Mike Adams, Michael Yon and Matt Bracken warned of an impending civilizational reset during a recent edition of the ""Health Ranger Report""  pointing out that the global system is ap… [+6852 chars]"
,Rice and Guehi give England injury boost ahead of Norway quarter-final,"Declan Rice, Marc Guehi and Reece James gave England a triple injury boost ahead of their World Cup quarter-final with Norway.",https://www.skysports.com/football/news/12016/13562422/world-cup-2026-englands-declan-rice-marc-guehi-and-reece-james-train-ahead-of-quarter-final-with-norway,2026-07-10T21:10:00Z,"Declan Rice, Marc Guehi and Reece James gave England a triple injury boost ahead of their World Cup quarter-final with Norway. 
Rice had been struggling with illness after Monday's last-16 win in Me… [+2255 chars]"
elmiram,Anime Professions,Which real-world jobs does anime actually show? ~22k titles classified to ISCO-08. Live explorer + dataset. - elmiram/anime-professions,https://github.com/elmiram/anime-professions,2026-07-26T13:30:39Z,"Which real-world jobs does anime actually show? This project scans 21,988 anime and
counts how often each occupation appears a complete lookup table keyed to ISCO-08, the
UN/ILO's standard occupati… [+7531 chars]"
Yulia Shapovalova,‘The crisis is deep’: The view from Russia as fuel shortages worsen,Officials are rationing fuel as Ukrainian strikes on refineries imperil supply.,https://www.aljazeera.com/news/2026/7/2/the-crisis-is-deep-the-view-from-russia-as-fuel-shortages-worsen,2026-07-02T08:06:59Z,"Moscow, Russia Russia faces a severe fuel deficit as Ukrainian drone strikes knock out a significant portion of its refining capacity.
With continuing war in Ukraine and agricultural harvesting unde… [+3832 chars]"
Nicholas Gordon,"Markets may have just experienced their second DeepSeek shock, this time thanks to a Chinese AI lab named after a Pink Floyd album",K3 might undermine the conventional wisdom that U.S. firms can maintain their extended lead by simply outspending Chinese competitors on computing power.,https://finance.yahoo.com/technology/ai/articles/markets-may-just-experienced-second-181540637.html,2026-07-17T18:15:40Z,"On Thursday, Moonshot AI, a Beijing-based AI startup, unveiled the latest version of its Kimi large language model, which promises performance close to Anthropic's Fable 5perhaps the most powerful pu… [+7684 chars]"
Lance D Johnson,"We are living through WWIII, and sleepwalking into a holocaust, as our economic system teeters","In a special broadcast on X, Alex Jones declared that humanity is “sleepwalking into a holocaust,” arguing that the current global instability was orchestrated long ago. From Ukraine to the Middle East, Jones claimed that the conflicts were planned years in a…",https://www.naturalnews.com/2026-07-23-we-are-living-through-wwiii-sleepwalking-into-holocaust.html,2026-07-23T06:00:00Z,"In a special broadcast on X, Alex Jones declared that humanity is sleepwalking into a holocaust, arguing that the current global instability was orchestrated long ago. From Ukraine to the Middle East… [+6777 chars]"
Conor Gallagher,Links 7/20/2026,"Our daily links, including EU crumbling support for Russia sanctions, Trump treads lightly with China, wildfires across the world, and happy skepticism.",https://www.nakedcapitalism.com/2026/07/links-7-20-2026.html,2026-07-20T10:58:47Z,"Is ambient music evil? Blackbird Spyplane
The San Andreas fault has gone ominously silent. Scientists fear when it finally snaps Los Angeles Times
Private equity is buying up Canadas disaster econo… [+7124 chars]"
Jade Bryan Jardinico,I let Gemini track my meals and workouts; it's a surprisingly brilliant health coach,Google's assistant transformed my raw health data into incredibly actionable insights,https://www.androidpolice.com/i-let-gemini-track-meals-workouts-it-is-brilliant-health-coach/,2026-07-20T11:00:16Z,"Ive been rocking the Google Fitbit Air for a few weeks now. So far, I have nothing but positive things to say about this screen-less tracker.
While I have a few minor complaints, those gripes are al… [+12154 chars]"
Mike Adams,The Invisible Bottleneck: Why Your Food Supply Depends on Fertilizers That Can’t Be Made Without Sulfur,"When the Sulfur Runs Out, Famine Isn’t Far Behind Most people think of fertilizer in terms of nitrogen, phosphorus, and potassium — the familiar N-P-K numbers on a bag. But there is a fourth element that makes modern agriculture possible, and it sits invisibl…",https://www.naturalnews.com/2026-07-03-invisible-bottleneck-food-supply-depends-on-fertilizers.html,2026-07-03T06:00:00Z,"When the Sulfur Runs Out, Famine Isn't Far Behind
Most people think of fertilizer in terms of nitrogen, phosphorus, and potassium -- the familiar N-P-K numbers on a bag. But there is a fourth elemen… [+7487 chars]"
Nicholas Gordon,"China’s Moonshot, Z.AI, and DeepSeek are challenging U.S. AI labs—and beating them on cost","“The AI ecosystem in China is probably much better than people thought.""",https://finance.yahoo.com/technology/ai/articles/china-moonshot-z-ai-deepseek-210000352.html,2026-07-26T21:00:00Z,"It was, perhaps, the worst-kept secret in the AI community.
In mid-July, online sleuths who obsessively track the internet for signs of new AI models started to whisper about the latest offering fro… [+9540 chars]"
Timothy Geigner,USPTO Denies MLB’s Insane Attempt To Trademark ‘Play Ball’,"There is no shortage of examples of Major League Baseball attempting to wield overly broad trademarks its obtained to bully others, nor examples of MLB attempting to stretch its trademark rights much further than they go. MLB opposed a trademark for a Brookly…",http://www.techdirt.com/2026/07/20/uspto-denies-mlbs-insane-attempt-to-trademark-play-ball/,2026-07-21T03:06:25Z,"from the play-trademark-ball dept
There is no shortage of examples of Major League Baseball attempting to wield overly broad trademarks its obtained to bully others, nor examples of MLB attempting t… [+3375 chars]"
Austin Schroeder,Wheat Strengthens into the Friday Close,"The wheat complex was in rally mode to close out the week, finishing higher in all three exchanges. Chicago SRW contracts were 4 ¾ to 9 ½ cents higher across...",https://www.barchart.com/story/news/3342300/wheat-strengthens-into-the-friday-close,2026-07-17T20:55:03Z,"Harvest machine approaching with foreground of wheat by Jodie777 via iStock
The wheat complex was in rally mode to close out the week, finishing higher in all three exchanges. Chicago SRW contracts … [+1768 chars]"
Reuters,"Grains Markets Hit New Highs on Black Sea Attacks, Crude Oil Rally","Escalating attacks on Black Sea shipping and ports have sent wheat prices soaring to their highest in two years, stoking fresh concerns over food inflation as one of the world's most important grain export routes comes under renewed threat.",https://gcaptain.com/grains-markets-hit-new-highs-on-black-sea-attacks-crude-oil-rally/,2026-07-24T20:40:21Z,"PARIS, July 24 (Reuters) – Escalating attacks on Black Sea shipping and ports have sent wheat prices soaring to their highest in two years, stoking fresh concerns over food inflation as one of the wo… [+3223 chars]"
Austin Schroeder,Wheat Showing Modest Monday Morning Strength,"Wheat is trading with modest 2 to 5 cent gains so far on Monday. The wheat complex was in rally mode to close out the week, finishing higher in all three exc...",https://www.barchart.com/story/news/3363183/wheat-showing-modest-monday-morning-strength,2026-07-20T12:32:02Z,"Harvesting wheat by Bence Balla-Schottner via Unsplash
Wheat is trading with modest 2 to 5 cent gains so far on Monday. The wheat complex was in rally mode to close out the week, finishing higher in… [+2115 chars]"
Brittney Melton,"Iran-backed Houthis announce blockade. And, Cyclospora source remains unknown","Iran-backed Houthis say they will blockade a waterway on the Red Sea. And, the FDA continues to investigate Taylor Farms lettuce as a source of the Cyclospora outbreak despite a retracted test.",https://www.npr.org/2026/07/21/g-s1-134720/up-first-newsletter-yemen-houthi-iran-war-pete-hegseth-pentagon-fda-cyclospora,2026-07-21T11:12:41Z,"Good morning. You're reading the Up First newsletter. Subscribe here to get it delivered to your inbox, and listen to the Up First podcast for all the news you need to start your day.
Today's top st… [+6198 chars]"
Omkar Khandekar,India's Gen Z 'Cockroach People's Party' started as satire but is serious about change,"They call themselves the ""cockroaches"" and they're on the march — demanding action against corruption, amid a shortage of opportunities for young people in India.",https://www.npr.org/2026/07/20/nx-s1-5889515/india-gen-z-cockroach-party-protests,2026-07-20T16:36:04Z,"NEW DELHI Thousands of protesters marched to India's Parliament on Monday, facing a police crackdown as the demonstrators demanded the resignation of the country's education minister, in one of the b… [+10947 chars]"
Lyndsey Matthews,An art and food-filled city escape: The ultimate Baltimore weekend getaway,"How to spend 48 hours in Baltimore, including where to stay, where to eat and drink and what to do.",https://thepointsguy.com/travel/baltimore-maryland-weekend-getaway/,2026-07-20T15:30:15Z,"Of all the major cities along the East Coast, Baltimore's compact size makes it one of the easiest to navigate in one weekend. But just because it is smaller than most of its neighbors doesn't mean t… [+10704 chars]"
SCOTT BAUER,"Wisconsin's capital city cancels signature events, grapples with fallout from police shooting","A police shooting in Wisconsin’s progressive capital city this week put the spotlight on persistent and deep racial divisions, prompting cancellations and ot...",https://www.yahoo.com/news/us/articles/wisconsins-capital-city-cancels-signature-142620185.html,2026-07-25T14:26:20Z,"MADISON, Wis. (AP) A police shooting in Wisconsin's progressive capital city this week put the spotlight on persistent and deep racial divisions, prompting cancellations and other changes to popular … [+4299 chars]"
Lance D Johnson,"Journalist Ben Swann reports on ENGINEERED SCARCITY of global food, fertilizer, and fuel","Conflicts in Ukraine, the Red Sea, and the Strait of Hormuz are converging to threaten global energy, food, and fertilizer supply chains simultaneously. Iran reportedly ordered the Houthis to prepare closing the Red Sea oil route if the U.S. struck Iranian po…",https://www.naturalnews.com/2026-07-24-journalist-ben-swann-reports-on-engineered-scarcity-of-global-food-fertilizer-and-fuel.html,2026-07-24T06:00:00Z,"<ul><li>Conflicts in Ukraine, the Red Sea, and the Strait of Hormuz are converging to threaten global energy, food, and fertilizer supply chains simultaneously.</li><li>Iran reportedly ordered the Ho… [+5126 chars]"
Austin Schroeder,Corn Retreating Early on Monday,"Corn price action is falling 12 to 14 cents early on Monday morning, pressured by an improving weather forecast and $6.07 losses in the crude oil. Futures we...",https://www.barchart.com/story/news/3478437/corn-retreating-early-on-monday,2026-07-27T12:35:02Z,"Corn, blue sky - by Skitterphoto via Pixabay__480x319
Corn price action is falling 12 to 14 cents early on Monday morning, pressured by an improving weather forecast and $6.07 losses in the crude oi… [+1854 chars]"
James Ramsay,Early Addition: The explosive diarrhea parasite hasn't slowed salad orders in NYC,"Because restaurants say customers still want their greens, here are your early links: Mamdani considering having Benjamin Netanyahu arrested, New Jersey's assault rifle ban struck down, slushie bodega still closed and more. [ more › ]",https://gothamist.com/news/early-addition-the-explosive-diarrhea-parasite-hasnt-slowed-salad-orders-in-nyc,2026-07-20T12:58:29Z,"Gothamist
Gothamist is a website about New York City news, arts, events and food, brought to you by New York Public Radio."
Makuochi Okafor,Cocaine worth $317m seized in Liberia's biggest-ever drugs bust,"The seizure follows a long-running investigation into drug-trafficking networks, police say.",https://www.bbc.com/news/articles/cyvl3zgr3v4o?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D,2026-07-23T08:01:40Z,"A huge quantity of cocaine has been seized during a raid on a suspected illegal storage facility near Liberia's capital, Monrovia, in what authorities say is the biggest drugs bust in the country's h… [+4112 chars]"
Austin Schroeder,"Corn Fades into Monday’s Close, as Crop Ratings Improve",Corn futures slipped into the Monday close as contracts were mostly 1 ½ to 2 ¾ cents higher. July was down ¼ cent. The CmdtyView national average Cash Corn p...,https://www.barchart.com/story/news/3262318/corn-fades-into-mondays-close-as-crop-ratings-improve,2026-07-13T22:22:46Z,"Ear of corn - by Couleur via Pixabay__480x320
Corn futures slipped into the Monday close as contracts were mostly 1 ½ to 2 ¾ cents higher. July was down ¼ cent. The CmdtyView national average Cash C… [+1494 chars]"
Austin Schroeder,Corn Finds Buyers to Close Friday Steady,"Corn futures were weak early on, but pulled more than 8 cents off the lows in the front months to close fractionally mixed. Some deferreds were down as much...",https://www.barchart.com/story/news/3456158/corn-finds-buyers-to-close-friday-steady,2026-07-24T22:12:50Z,"Yellow corn with husks removed by mute-gemini via Pixabay
Corn futures were weak early on, but pulled more than 8 cents off the lows in the front months to close fractionally mixed. Some deferreds w… [+1426 chars]"
Austin Schroeder,Corn Pushes Lower on Wednesday,"Corn futures gave back the bounce from Tuesday, with contracts closing the Wednesday session down 2 to 9 ½ cents, led by the nearbys. The CmdtyView national...",https://www.barchart.com/story/news/3537766/corn-pushes-lower-on-wednesday,2026-07-29T22:15:49Z,"Yellow corn with husks removed by mute-gemini via Pixabay
Corn futures gave back the bounce from Tuesday, with contracts closing the Wednesday session down 2 to 9 ½ cents, led by the nearbys. The Cm… [+1415 chars]"
